player_extended_name;overall;position;age;height;weight;intl_rep;pace;dribbling;shooting;passing;defending;physicality;att_workrate;def_workrate
Rúben Miguel Nunes Vezo;78;CB;24;182;80;1;69.0;62.0;50.0;64.0;78.0;75.0;Med;Med
Ivan Ordets;77;CB;26;194;88;1;71.0;51.0;54.0;53.0;78.0;82.0;Med;Med
Giancarlo González;77;CB;30;186;77;1;68.0;60.0;45.0;49.0;79.0;74.0;Med;Med
Solomon Kverkvelia;77;CB;26;196;87;1;73.0;41.0;31.0;51.0;79.0;81.0;Med;Med
Jorge Meré Pérez;77;CB;21;182;80;1;68.0;63.0;30.0;52.0;78.0;72.0;Med;Med
Joris Gnagnon;77;CB;21;182;89;1;66.0;60.0;33.0;46.0;76.0;79.0;Med;Med
André Almeida Pinto;77;CB;29;194;86;1;47.0;48.0;36.0;50.0;79.0;77.0;Med;Med
Mouctar Diakhaby;77;CB;21;192;78;1;59.0;54.0;38.0;50.0;76.0;80.0;Med;Med
Miloš Veljkovic;76;CB;23;184;77;1;59.0;59.0;31.0;56.0;77.0;72.0;Med;Med
Pontus Jansson;76;CB;27;196;86;1;62.0;61.0;42.0;52.0;75.0;81.0;Med;Med
Willy Boly;76;CB;27;195;97;1;63.0;55.0;35.0;56.0;75.0;80.0;Med;Med
Filip Benkovi?;76;CB;21;194;91;1;64.0;42.0;28.0;39.0;76.0;80.0;Med;Med
Diego Javier Llorente Ríos;76;CB;25;186;75;1;64.0;65.0;40.0;62.0;74.0;73.0;Med;Med
Pedro Henrique Pereira da Silva;76;CB;25;190;88;1;47.0;56.0;42.0;46.0;76.0;82.0;Med;Med
Sergiy Kryvtsov;76;CB;27;186;83;1;70.0;50.0;45.0;52.0;76.0;80.0;Med;Med
Alejandro Donatti;76;CB;31;192;86;1;52.0;54.0;60.0;57.0;75.0;79.0;Med;Med
Samuel Gigot;76;CB;24;187;83;1;65.0;59.0;29.0;61.0;75.0;79.0;Med;Med
Ahmed Hegazy;76;CB;27;194;95;1;52.0;49.0;20.0;42.0;76.0;81.0;Med;Med
Armando Izzo;76;CB;26;183;78;1;68.0;60.0;31.0;45.0;77.0;71.0;Med;Med
Paul Baysse;76;CB;30;184;82;1;64.0;64.0;46.0;65.0;76.0;79.0;Med;Med
Christian Luyindama;75;CB;24;191;91;1;74.0;52.0;37.0;50.0;72.0;84.0;Med;Med
Çaglar Söyüncü;75;CB;22;187;82;1;70.0;59.0;45.0;51.0;75.0;76.0;Med;Med
Óscar Duarte;75;CB;29;186;81;1;61.0;54.0;31.0;52.0;76.0;71.0;Med;Med
Pablo Insua Blanco;75;CB;25;187;76;1;53.0;54.0;36.0;56.0;75.0;68.0;Med;Med
Paolo Goltz;75;CB;33;184;80;1;60.0;59.0;56.0;62.0;73.0;81.0;Med;Med
Emir Dilaver;75;CB;27;184;82;1;70.0;63.0;46.0;57.0;75.0;74.0;Med;Med
Leon Balogun;75;CB;30;190;88;1;65.0;61.0;46.0;60.0;74.0;74.0;Med;Med
André Ramalho Silva;75;CB;26;182;78;1;51.0;66.0;59.0;65.0;74.0;74.0;Med;Med
Andreu Fontàs Prat;75;CB;28;181;72;1;31.0;61.0;48.0;67.0;74.0;68.0;Med;Med
Simon Falette;75;CB;26;184;91;1;69.0;54.0;45.0;48.0;72.0;83.0;Med;Med
Raúl Rodríguez Navas;75;CB;30;186;84;1;45.0;48.0;45.0;58.0;75.0;70.0;Med;Med
Souleymane Bamba;75;CB;33;190;86;1;54.0;54.0;28.0;44.0;75.0;77.0;Med;Med
Gian Marco Ferrari;75;CB;26;189;82;1;59.0;48.0;19.0;39.0;76.0;74.0;Med;Med
Erik Sviatchenko;75;CB;27;184;82;1;67.0;57.0;50.0;59.0;75.0;78.0;Med;Med
Pedro Alcalá Guirado;75;CB;29;196;93;1;37.0;54.0;48.0;60.0;72.0;81.0;Med;Med
Unai Bustinza Martinez;75;CB;26;175;74;1;67.0;63.0;35.0;62.0;75.0;72.0;Med;Med
Unai Núñez Gestoso;75;CB;21;186;81;1;67.0;51.0;22.0;45.0;73.0;74.0;Med;Med
James Chester;75;CB;29;181;79;1;70.0;64.0;34.0;58.0;75.0;74.0;Med;Med
Siniša Andelkovic;74;CB;32;186;82;1;66.0;52.0;40.0;45.0;73.0;77.0;Med;Med
Adrian Mariappa;74;CB;32;180;78;1;55.0;63.0;34.0;57.0;74.0;69.0;Med;Med
Adama Soumaoro;74;CB;26;186;93;1;59.0;53.0;37.0;50.0;72.0;82.0;Med;Med
Zainadine Chavango Júnior;74;CB;30;178;75;1;66.0;62.0;39.0;55.0;74.0;77.0;Med;Med
Lucas Orbán;74;CB;29;179;79;1;64.0;62.0;53.0;65.0;72.0;75.0;Med;Med
Marc Muniesa Martínez;74;CB;26;179;72;1;51.0;67.0;43.0;65.0;73.0;71.0;Med;Med
Jonás Ramalho Chimeno;74;CB;25;181;68;1;71.0;55.0;35.0;57.0;71.0;73.0;Med;Med
Maurício de Carvalho António;74;CB;26;183;82;1;65.0;49.0;43.0;52.0;72.0;76.0;Med;Med
Duje Caleta-Car;74;CB;22;192;89;1;65.0;56.0;38.0;47.0;73.0;79.0;Med;Med
Mykyta Burda;74;CB;23;187;80;1;65.0;42.0;23.0;39.0;76.0;73.0;Med;Med
Nicolas Isimat-Mirin;74;CB;26;189;80;1;64.0;47.0;34.0;53.0;74.0;77.0;Med;Med
Frederik Sørensen;74;CB;26;194;88;1;60.0;61.0;33.0;61.0;73.0;78.0;Med;Med
Joaquín Navarro Jiménez;74;CB;28;178;71;1;73.0;67.0;47.0;66.0;72.0;77.0;Med;Med
Trent Sainsbury;74;CB;26;184;78;1;74.0;59.0;48.0;62.0;76.0;73.0;Med;Med
Rafael Vaz dos Santos;74;CB;30;186;84;1;62.0;60.0;58.0;59.0;74.0;76.0;Med;Med
Mario Hermoso Canseco;73;CB;23;184;74;1;84.0;67.0;39.0;62.0;71.0;75.0;Med;Med
Lamine Koné;73;CB;29;189;90;1;57.0;56.0;38.0;53.0;72.0;81.0;Med;Med
Vegard Forren;73;CB;30;186;88;1;33.0;59.0;52.0;61.0;72.0;76.0;Med;Med
Khaled Adenon;73;CB;33;181;72;1;61.0;52.0;37.0;56.0;73.0;76.0;Med;Med
Tim Ream;73;CB;31;186;79;1;60.0;69.0;43.0;68.0;73.0;69.0;Med;Med
Hördur Magnússon;73;CB;25;190;81;1;63.0;54.0;42.0;63.0;72.0;73.0;Med;Med
Jules Koundé;73;CB;19;178;70;1;71.0;58.0;31.0;46.0;74.0;67.0;Med;Med
Rafael Pérez;73;CB;28;186;82;1;57.0;58.0;37.0;41.0;71.0;80.0;Med;Med
Craig Cathcart;73;CB;29;190;83;1;44.0;54.0;37.0;54.0;74.0;69.0;Med;Med
Motaz Hawsawi;73;CB;26;180;77;1;67.0;54.0;45.0;44.0;73.0;77.0;Med;Med
Matías Zaldivia;73;CB;27;181;79;1;57.0;60.0;39.0;61.0;73.0;77.0;Med;Med
Kian Hansen;73;CB;29;184;74;1;68.0;62.0;47.0;67.0;73.0;74.0;Med;Med
Mike van der Hoorn;73;CB;25;190;83;1;38.0;48.0;45.0;48.0;75.0;74.0;Med;Med
Daniel Sanchez Ayala;73;CB;27;190;84;1;66.0;65.0;41.0;52.0;73.0;77.0;Med;Med
Wallace Reis Silva;73;CB;30;184;76;1;45.0;53.0;52.0;59.0;73.0;68.0;Med;Med
David Omar Rodríguez Barrera;73;CB;29;189;73;1;62.0;64.0;39.0;61.0;72.0;79.0;Med;Med
Rasmus Bengtsson;73;CB;32;186;80;1;46.0;55.0;37.0;54.0;74.0;69.0;Med;Med
Mohamed Abarhoun;73;CB;29;187;75;1;51.0;50.0;31.0;43.0;75.0;72.0;Med;Med
Erik Johansson;73;CB;29;192;89;1;55.0;59.0;48.0;57.0;72.0;78.0;Med;Med
Luís Miguel Vieira da Silva;73;CB;27;190;80;1;56.0;49.0;30.0;42.0;72.0;75.0;Med;Med
Ugur Demirok;73;CB;30;190;85;1;44.0;57.0;43.0;56.0;74.0;78.0;Med;Med
Antonio Milic;73;CB;24;189;85;1;48.0;54.0;41.0;65.0;73.0;74.0;Med;Med
William Tesillo;73;CB;28;184;78;1;61.0;54.0;26.0;51.0;73.0;76.0;Med;Med
Roberto Suárez Pier;73;CB;23;182;74;1;60.0;61.0;43.0;60.0;74.0;72.0;Med;Med
Bruno Valdez;73;CB;26;183;79;1;66.0;54.0;36.0;55.0;73.0;76.0;Med;Med
Jérémy Gélin;73;CB;21;183;79;1;63.0;63.0;36.0;59.0;72.0;71.0;Med;Med
Frederico André Ferrão Venâncio;73;CB;25;186;81;1;64.0;56.0;33.0;51.0;73.0;73.0;Med;Med
David García Santana;72;CB;36;184;82;1;50.0;58.0;45.0;60.0;70.0;75.0;Med;Med
Pablo Martinez;72;CB;29;182;77;1;68.0;69.0;44.0;61.0;72.0;72.0;Med;Med
Andrea Costa;72;CB;32;182;73;1;66.0;62.0;37.0;49.0;72.0;71.0;Med;Med
Drew Moor;72;CB;34;183;75;1;51.0;63.0;40.0;60.0;70.0;75.0;Med;Med
Romain Brégerie;72;CB;32;190;90;1;51.0;50.0;36.0;53.0;71.0;79.0;Med;Med
Raúl Albentosa Redal;72;CB;30;192;89;1;31.0;41.0;47.0;50.0;71.0;82.0;Med;Med
Federico Ceccherini;72;CB;26;187;75;1;59.0;51.0;15.0;34.0;71.0;76.0;Med;Med
Dario Maresic;72;CB;19;183;74;1;59.0;53.0;31.0;53.0;74.0;72.0;Med;Med
Leonardo Sigali;72;CB;31;181;72;1;65.0;47.0;33.0;35.0;74.0;68.0;Med;Med
Francisco José Olivas Alba;72;CB;30;189;83;1;38.0;56.0;52.0;53.0;71.0;84.0;Med;Med
Tomáš Hubocan;72;CB;33;184;70;1;58.0;57.0;53.0;57.0;72.0;78.0;Med;Med
Jurgen Mattheij;72;CB;25;191;84;1;35.0;52.0;40.0;48.0;72.0;79.0;Med;Med
Žarko Tomaševic;72;CB;28;190;84;1;53.0;63.0;59.0;66.0;70.0;78.0;Med;Med
Marc Torrejón Moya;72;CB;32;187;88;1;43.0;52.0;35.0;53.0;73.0;73.0;Med;Med
Bailey Wright;72;CB;26;184;79;1;63.0;58.0;39.0;52.0;70.0;80.0;Med;Med
Javi Martos Espigares;72;CB;34;181;74;1;62.0;63.0;34.0;61.0;77.0;65.0;Med;Med
Tomáš Kalas;72;CB;25;183;80;1;73.0;64.0;49.0;53.0;70.0;73.0;Med;Med
Fabricio Fontanini;72;CB;28;180;80;1;41.0;52.0;41.0;46.0;72.0;77.0;Med;Med
Stoppila Sunzu;72;CB;29;190;91;1;65.0;51.0;38.0;53.0;70.0;76.0;Med;Med
Artem Shabanov;72;CB;26;189;79;1;60.0;39.0;24.0;48.0;72.0;70.0;Med;Med
Matheus Dória Macedo;72;CB;23;189;82;1;61.0;57.0;52.0;51.0;72.0;74.0;Med;Med
Diego González Polanco;72;CB;23;184;86;1;66.0;58.0;32.0;59.0;72.0;73.0;Med;Med
Flávio da Silva Ramos;72;CB;24;190;85;1;43.0;45.0;29.0;38.0;72.0;81.0;Med;Med
Michael Hector;72;CB;26;193;82;1;65.0;55.0;47.0;50.0;71.0;75.0;Med;Med
Davit Khocholava;72;CB;25;192;88;1;59.0;55.0;48.0;49.0;70.0;78.0;Med;Med
Carl Medjani;72;CB;33;184;77;1;60.0;59.0;55.0;59.0;71.0;77.0;Med;Med
Maikel van der Werff;72;CB;29;186;82;1;58.0;57.0;59.0;66.0;71.0;71.0;Med;Med
Luciano Lollo;72;CB;31;184;85;1;32.0;46.0;31.0;40.0;72.0;70.0;Med;Med
Oier Sanjurjo Maté;72;CB;32;178;72;1;73.0;66.0;61.0;67.0;70.0;77.0;Med;Med
Jordy de Wijs;72;CB;23;189;95;1;43.0;49.0;54.0;47.0;72.0;80.0;Med;Med
Walker Zimmerman;72;CB;25;191;89;1;57.0;50.0;50.0;52.0;69.0;80.0;Med;Med
Román Torres;72;CB;32;187;88;1;47.0;43.0;53.0;47.0;71.0;79.0;Med;Med
Marco Torsiglieri;72;CB;30;190;77;1;34.0;47.0;44.0;59.0;72.0;79.0;Med;Med
Valerica Gaman;72;CB;29;191;82;1;58.0;58.0;51.0;57.0;72.0;70.0;Med;Med
Alexander Miloševic;71;CB;26;191;82;1;52.0;57.0;56.0;57.0;70.0;74.0;Med;Med
Diogo Alexis Rodrigues Coelho;71;CB;25;184;83;1;62.0;48.0;31.0;44.0;72.0;70.0;Med;Med
Benjamín Vidal;71;CB;27;179;77;1;60.0;59.0;51.0;59.0;71.0;72.0;Med;Med
Rodrigo Defendi;71;CB;32;190;83;1;37.0;49.0;30.0;47.0;71.0;70.0;Med;Med
Léo Lacroix;71;CB;26;197;95;1;34.0;53.0;45.0;59.0;71.0;78.0;Med;Med
Jozo Šimunovic;71;CB;24;190;85;1;66.0;59.0;27.0;46.0;69.0;76.0;Med;Med
Johan Kappelhof;71;CB;28;180;73;1;66.0;63.0;38.0;62.0;71.0;66.0;Med;Med
Jesus Olmo Lozano;71;CB;33;179;82;1;65.0;51.0;48.0;54.0;68.0;76.0;Med;Med
Jan Bednarek;71;CB;22;189;77;1;63.0;49.0;22.0;52.0;71.0;71.0;Med;Med
Boubacar Kamara;71;CB;18;178;68;1;70.0;63.0;37.0;65.0;69.0;74.0;Med;Med
Felipe Trevizan Martins;71;CB;31;193;90;1;35.0;56.0;43.0;50.0;69.0;71.0;Med;Med
Ricardo Martins de Araújo;71;CB;32;189;80;1;54.0;42.0;28.0;40.0;72.0;72.0;Med;Med
Lukáš Hejda;71;CB;28;189;86;1;60.0;52.0;35.0;48.0;74.0;71.0;Med;Med
Roderick J. Gonçalves Miranda;71;CB;27;193;90;1;44.0;51.0;44.0;52.0;70.0;79.0;Med;Med
Damien Le Tallec;71;CB;28;184;74;1;71.0;68.0;58.0;57.0;73.0;66.0;Med;Med
Daniel Calvo Sanromán;71;CB;24;190;82;1;52.0;51.0;46.0;55.0;69.0;76.0;Med;Med
Mattias Bjärsmyr;71;CB;32;186;82;1;57.0;48.0;34.0;44.0;71.0;74.0;Med;Med
Maxime Chanot;71;CB;28;186;84;1;38.0;46.0;49.0;46.0;69.0;78.0;Med;Med
Alexander Callens;71;CB;26;186;76;1;52.0;52.0;33.0;49.0;69.0;76.0;Med;Med
Nuno André da Silva Coelho;71;CB;32;192;82;1;31.0;55.0;50.0;62.0;70.0;75.0;Med;Med
Domingos Sousa Menezes Duarte;71;CB;23;190;78;1;46.0;51.0;35.0;43.0;72.0;76.0;Med;Med
Andreas Johansson;71;CB;36;184;72;1;33.0;62.0;52.0;60.0;71.0;71.0;Med;Med
Norbert Gyömbér;71;CB;26;189;74;1;58.0;48.0;19.0;38.0;73.0;66.0;Med;Med
Luka Krajnc;71;CB;24;187;86;1;65.0;60.0;33.0;53.0;69.0;75.0;Med;Med
Hjörtur Hermannsson;71;CB;23;190;81;1;56.0;57.0;22.0;48.0;70.0;74.0;Med;Med
Nicolò Brighenti;71;CB;29;178;75;1;69.0;55.0;33.0;45.0;71.0;71.0;Med;Med
José Antonio Dorado Ramírez;71;CB;36;180;70;1;34.0;47.0;37.0;58.0;74.0;64.0;Med;Med
Bartosz Salamon;71;CB;27;196;89;1;48.0;60.0;46.0;59.0;71.0;71.0;Med;Med
Igor Plastun;71;CB;28;193;80;1;54.0;46.0;33.0;50.0;72.0;71.0;Med;Med
Jawad El Yamiq;71;CB;26;190;83;1;70.0;59.0;39.0;47.0;70.0;71.0;Med;Med
Gleison Bremer Silva Nascimento;71;CB;21;183;80;1;66.0;59.0;35.0;48.0;70.0;72.0;Med;Med
Gabriel Achilier;71;CB;33;179;85;1;48.0;47.0;19.0;43.0;72.0;75.0;Med;Med
Julián Quiñones;71;CB;28;195;86;1;32.0;41.0;35.0;41.0;72.0;81.0;Med;Med
Nélson Macedo Monte;71;CB;23;187;78;1;55.0;57.0;35.0;55.0;72.0;71.0;Med;Med
Stéphane Sparagna;71;CB;23;186;82;1;63.0;45.0;32.0;45.0;71.0;76.0;Med;Med
Robert Herrera;71;CB;29;187;83;1;67.0;47.0;39.0;47.0;70.0;76.0;Med;Med
Aridane Hernández Umpiérrez;71;CB;29;186;77;1;58.0;46.0;36.0;49.0;68.0;86.0;Med;Med
Mike te Wierik;71;CB;26;191;73;1;61.0;59.0;48.0;60.0;70.0;73.0;Med;Med
Merih Demiral;70;CB;20;192;85;1;58.0;54.0;39.0;49.0;69.0;75.0;Med;Med
Dave Bulthuis;70;CB;28;190;88;1;45.0;35.0;29.0;43.0;69.0;84.0;Med;Med
Pantelis Hatzidiakos;70;CB;21;181;74;1;65.0;58.0;46.0;60.0;69.0;73.0;Med;Med
Matheus Borges Domingues;70;CB;26;192;88;1;53.0;50.0;44.0;57.0;70.0;74.0;Med;Med
Yassine Meriah;70;CB;25;180;78;1;67.0;60.0;49.0;49.0;71.0;67.0;Med;Med
Arturo Calabresi;70;CB;22;186;75;1;64.0;49.0;30.0;44.0;73.0;70.0;Med;Med
Perr Schuurs;70;CB;18;193;79;1;67.0;62.0;61.0;58.0;69.0;71.0;Med;Med
Shehu Abdullahi;70;CB;25;181;72;1;75.0;65.0;46.0;67.0;67.0;74.0;Med;Med
Fáiner Torijano;70;CB;30;182;73;1;62.0;48.0;33.0;48.0;70.0;71.0;Med;Med
Lautaro Giannetti;70;CB;24;184;79;1;62.0;47.0;37.0;38.0;72.0;72.0;Med;Med
Ivan Runje;70;CB;27;192;83;1;46.0;40.0;25.0;50.0;71.0;76.0;Med;Med
Marcel Correia;70;CB;29;186;81;1;63.0;62.0;38.0;61.0;69.0;70.0;Med;Med
Felipe Campos;70;CB;24;179;79;1;77.0;64.0;45.0;65.0;69.0;76.0;Med;Med
Matías Navarrete;70;CB;26;177;73;1;62.0;48.0;41.0;49.0;70.0;72.0;Med;Med
Naomichi Ueda;70;CB;23;186;77;1;67.0;43.0;30.0;43.0;71.0;79.0;Med;Med
Jakub Brabec;70;CB;26;187;83;1;54.0;61.0;51.0;56.0;70.0;70.0;Med;Med
William Rémy;70;CB;27;184;79;1;73.0;65.0;40.0;62.0;65.0;83.0;Med;Med
Harold Moukoudi;70;CB;20;191;89;1;57.0;46.0;30.0;39.0;70.0;80.0;Med;Med
David Fernández Cortázar;70;CB;33;186;81;1;54.0;52.0;44.0;58.0;73.0;67.0;Med;Med
Bernardo Víctor Cruz Torres;70;CB;25;190;85;1;40.0;45.0;39.0;48.0;68.0;79.0;Med;Med
Christopher Dibon;70;CB;27;182;79;1;69.0;53.0;33.0;49.0;69.0;73.0;Med;Med
Kevin Danso;70;CB;20;190;89;1;65.0;53.0;31.0;42.0;70.0;71.0;Med;Med
Pedro Manuel da Mota Pinto;70;CB;23;187;78;1;57.0;55.0;32.0;50.0;70.0;73.0;Med;Med
Jérémy Taravel;70;CB;31;191;85;1;55.0;53.0;44.0;60.0;70.0;71.0;Med;Med
José Rojas;70;CB;35;174;75;1;61.0;59.0;41.0;64.0;69.0;73.0;Med;Med
Carlos Gutiérrez González;70;CB;26;192;82;1;47.0;44.0;38.0;48.0;71.0;72.0;Med;Med
Fco. Javier Atienza Valverde;70;CB;28;190;85;1;32.0;43.0;30.0;44.0;69.0;78.0;Med;Med
Sebastiano Luperto;70;CB;22;191;75;1;54.0;57.0;60.0;57.0;70.0;69.0;Med;Med
Nicolás Gorosito;70;CB;30;186;79;1;68.0;55.0;51.0;60.0;67.0;75.0;Med;Med
Michael Parkhurst;70;CB;34;180;72;1;54.0;60.0;39.0;59.0;71.0;68.0;Med;Med
Philipe Sampaio Azevedo;70;CB;23;191;83;1;42.0;45.0;36.0;45.0;71.0;79.0;Med;Med
Cédric Yambéré;70;CB;27;191;84;1;55.0;53.0;31.0;48.0;69.0;73.0;Med;Med
Ertugrul Ersoy;70;CB;21;187;82;1;62.0;54.0;29.0;44.0;71.0;74.0;Med;Med
Luis Quintana;70;CB;26;178;74;1;54.0;61.0;42.0;51.0;68.0;75.0;Med;Med
Emanuel Aguilera;70;CB;29;187;88;1;54.0;53.0;48.0;53.0;71.0;73.0;Med;Med
Christian Vilches;70;CB;35;182;78;1;49.0;57.0;40.0;50.0;70.0;75.0;Med;Med
Mauro Dos Santos;70;CB;29;182;76;1;58.0;53.0;40.0;55.0;66.0;76.0;Med;Med
Matthew Jurman;70;CB;28;191;87;1;51.0;50.0;41.0;54.0;69.0;81.0;Med;Med
Sotirios Papagiannopoulos;70;CB;28;190;87;1;71.0;59.0;34.0;53.0;67.0;77.0;Med;Med
Mathieu Peybernès;70;CB;27;187;77;1;50.0;50.0;30.0;47.0;72.0;70.0;Med;Med
Zargo Touré;70;CB;28;183;79;1;70.0;47.0;24.0;45.0;68.0;78.0;Med;Med
Jordens Peters;69;CB;31;182;78;1;51.0;55.0;36.0;62.0;69.0;67.0;Med;Med
Dan-Axel Zagadou;69;CB;19;196;90;1;64.0;50.0;31.0;46.0;67.0;75.0;Med;Med
Lukas Spendlhofer;69;CB;25;187;82;1;72.0;49.0;50.0;57.0;68.0;78.0;Med;Med
Servando Sánchez Barahona;69;CB;34;181;75;1;67.0;50.0;44.0;56.0;66.0;79.0;Med;Med
Manuel Guanini;69;CB;22;181;80;1;31.0;41.0;28.0;44.0;69.0;80.0;Med;Med
Branco Ampuero;69;CB;25;182;82;1;57.0;45.0;24.0;46.0;69.0;74.0;Med;Med
Jimmy Giraudon;69;CB;26;184;71;1;58.0;55.0;35.0;55.0;69.0;67.0;Med;Med
Frédéric Veseli;69;CB;25;183;80;1;73.0;62.0;25.0;54.0;68.0;67.0;Med;Med
Luis Abram;69;CB;22;181;76;1;62.0;43.0;25.0;37.0;71.0;73.0;Med;Med
Daniel Gordon;69;CB;33;194;85;1;42.0;56.0;50.0;59.0;69.0;71.0;Med;Med
Daniel Fox;69;CB;32;183;78;1;46.0;67.0;47.0;69.0;68.0;71.0;Med;Med
Robin Pröpper;69;CB;25;192;84;1;50.0;56.0;53.0;59.0;68.0;73.0;Med;Med
Antonio Briseño;69;CB;24;184;72;1;64.0;59.0;43.0;51.0;65.0;77.0;Med;Med
Even Hovland;69;CB;29;191;90;1;59.0;43.0;23.0;44.0;68.0;75.0;Med;Med
Felipe Francisco Macedo;69;CB;24;187;76;1;58.0;45.0;30.0;39.0;69.0;72.0;Med;Med
Rasmus Lindgren;69;CB;33;181;73;1;39.0;63.0;62.0;64.0;69.0;72.0;Med;Med
Mateo Bara?;69;CB;24;190;90;1;60.0;54.0;46.0;53.0;68.0;77.0;Med;Med
Goran Milovi?;69;CB;29;195;92;1;61.0;54.0;30.0;33.0;68.0;76.0;Med;Med
Pau Francisco Torres;69;CB;21;191;80;1;63.0;51.0;24.0;52.0;70.0;63.0;Med;Med
Steeven Willems;69;CB;28;183;76;1;65.0;58.0;44.0;59.0;70.0;63.0;Med;Med
César Henrique Martins;69;CB;25;192;83;1;46.0;50.0;37.0;44.0;69.0;74.0;Med;Med
Fernando Calero Villa;69;CB;23;183;75;1;65.0;48.0;27.0;47.0;69.0;64.0;Med;Med
Jean-Kévin Duverne;69;CB;21;184;71;1;67.0;59.0;31.0;55.0;68.0;70.0;Med;Med
Diego Novaretti;69;CB;33;194;86;1;36.0;39.0;26.0;49.0;69.0;74.0;Med;Med
John Souttar;69;CB;22;189;75;1;76.0;68.0;34.0;58.0;68.0;72.0;Med;Med
Pablo Marí Villar;69;CB;25;191;87;1;52.0;50.0;40.0;49.0;68.0;74.0;Med;Med
Marvin Baudry;69;CB;28;189;82;1;56.0;42.0;24.0;48.0;68.0;75.0;Med;Med
Jordy Buijs;69;CB;29;182;80;1;67.0;64.0;59.0;69.0;66.0;74.0;Med;Med
Admlison E. Dias de Barros;69;CB;30;184;83;1;52.0;55.0;34.0;54.0;68.0;75.0;Med;Med
Viktor Elm;69;CB;32;191;84;1;33.0;60.0;61.0;62.0;67.0;75.0;Med;Med
Jérémy Choplin;69;CB;33;183;83;1;51.0;59.0;40.0;55.0;66.0;78.0;Med;Med
Erik Godoy;69;CB;25;184;79;1;65.0;50.0;32.0;52.0;66.0;79.0;Med;Med
Bruno Caldini Perone;69;CB;31;191;85;1;51.0;52.0;36.0;53.0;68.0;75.0;Med;Med
Dávinson Monsalve;69;CB;34;187;82;1;48.0;45.0;27.0;40.0;70.0;70.0;Med;Med
Leonardo Sánchez;69;CB;32;190;85;1;33.0;42.0;34.0;37.0;71.0;73.0;Med;Med
Hichem Belkaroui;69;CB;28;186;88;1;53.0;49.0;28.0;39.0;67.0;72.0;Med;Med
Carlos Pomares Rayo;69;CB;25;182;74;1;75.0;60.0;40.0;60.0;67.0;73.0;Med;Med
Francisco Mattia;69;CB;30;190;77;1;32.0;33.0;27.0;50.0;70.0;66.0;Med;Med
Igor Rossi Branco;69;CB;29;189;82;1;49.0;53.0;30.0;54.0;67.0;75.0;Med;Med
Lucas Tagliapietra;69;CB;27;194;94;1;51.0;45.0;27.0;43.0;67.0;80.0;Med;Med
Ondrej Mazuch;69;CB;29;189;88;1;58.0;43.0;32.0;43.0;68.0;74.0;Med;Med
Cédric Avinel;69;CB;32;180;70;1;72.0;44.0;46.0;50.0;67.0;79.0;Med;Med
Esteban Saveljich;69;CB;27;186;80;1;51.0;45.0;32.0;43.0;69.0;76.0;Med;Med
Alexis Niz;69;CB;30;179;79;1;63.0;46.0;43.0;44.0;69.0;70.0;Med;Med
Pablo Alvarado;69;CB;32;181;80;1;56.0;59.0;35.0;49.0;68.0;68.0;Med;Med
Miguel Flaño Bezunartea;69;CB;34;177;70;1;62.0;54.0;46.0;52.0;65.0;78.0;Med;Med
Federico Mancinelli;69;CB;36;181;80;1;40.0;60.0;43.0;50.0;67.0;75.0;Med;Med
Dario Del Fabro;68;CB;23;189;81;1;68.0;53.0;35.0;38.0;70.0;68.0;Med;Med
Jorge García Torre;68;CB;34;184;79;1;45.0;41.0;41.0;47.0;69.0;65.0;Med;Med
Ante Puljic;68;CB;30;187;79;1;57.0;46.0;42.0;48.0;68.0;70.0;Med;Med
Darryl Lachman;68;CB;28;189;75;1;58.0;56.0;50.0;57.0;65.0;77.0;Med;Med
Jerson Malagón;68;CB;25;189;77;1;61.0;44.0;22.0;35.0;68.0;79.0;Med;Med
Jesper Nyholm;68;CB;25;183;74;1;80.0;65.0;45.0;53.0;68.0;70.0;Med;Med
Nicolas Cozza;68;CB;19;178;72;1;76.0;63.0;36.0;60.0;68.0;66.0;Med;Med
Leobardo López;68;CB;35;177;75;1;40.0;58.0;48.0;52.0;66.0;69.0;Med;Med
Luciano Ospina;68;CB;27;190;80;1;49.0;37.0;23.0;35.0;67.0;77.0;Med;Med
Biagio Meccariello;68;CB;27;187;85;1;69.0;46.0;29.0;42.0;67.0;76.0;Med;Med
Alin Tosca;68;CB;26;181;81;1;71.0;59.0;45.0;60.0;67.0;64.0;Med;Med
Niklas Backman;68;CB;29;186;80;1;55.0;52.0;53.0;51.0;67.0;69.0;Med;Med
Zakaria Diallo;68;CB;32;194;90;1;42.0;48.0;40.0;49.0;67.0;79.0;Med;Med
Cristian Álvarez;68;CB;38;175;75;1;36.0;54.0;46.0;50.0;68.0;62.0;Med;Med
Tom Pettersson;68;CB;28;190;83;1;53.0;58.0;52.0;56.0;64.0;80.0;Med;Med
Anthony O'Connor;68;CB;25;187;77;1;70.0;63.0;44.0;59.0;65.0;76.0;Med;Med
Mauricio Zenteno;68;CB;34;174;76;1;61.0;58.0;40.0;57.0;69.0;66.0;Med;Med
Albert Acevedo;68;CB;35;176;74;1;49.0;40.0;29.0;41.0;69.0;71.0;Med;Med
Raúl Osorio;68;CB;23;180;68;1;71.0;57.0;29.0;40.0;67.0;74.0;Med;Med
Noë Dussenne;68;CB;26;191;85;1;34.0;46.0;33.0;46.0;70.0;71.0;Med;Med
